,M26_AU,M26_CA,M26_CN,M26_DE,M26_ES,M26_FR,M26_GB,M26_IN,M26_NL,M26_RU,M26_TW,M26_US,CompetitionId,M27_AU,M27_CA,M27_CN,M27_DE,M27_ES,M27_FR,M27_GB,M27_IN,M27_NL,M27_RU,M27_TW,M27_US,M28_IsClamped,M28_AU,M28_CA,M28_CN,M28_DE,M28_ES,M28_FR,M28_GB,M28_IN,M28_NL,M28_RU,M28_TW,M28_US
129,0,0,0,51,0,0,1,0,0,0,0,0,3170.0,88.0,146.0,127.0,95.0,47.0,61.0,251.0,211.0,49.0,160.0,14.0,1601.0,,0.0,0.0,0.0,0.5368421052631579,0.0,0.0,0.00398406374501992,0.0,0.0,0.0,0.0,0.0
130,13,18,28,24,27,13,32,66,17,34,7,305,3175.0,124.0,240.0,665.0,182.0,121.0,149.0,477.0,502.0,90.0,385.0,139.0,3934.0,,0.10483870967741936,0.075,0.042105263157894736,0.13186813186813187,0.2231404958677686,0.087248322147651,0.06708595387840671,0.13147410358565736,0.18888888888888888,0.08831168831168831,0.050359712230215826,0.0775292323335028
131,1,0,0,1,0,0,49,0,0,0,0,1,3184.0,122.0,244.0,136.0,102.0,51.0,61.0,241.0,203.0,38.0,159.0,18.0,1473.0,,0.00819672131147541,0.0,0.0,0.00980392156862745,0.0,0.0,0.2033195020746888,0.0,0.0,0.0,0.0,0.0006788866259334691
132,0,0,0,0,0,0,0,1,0,0,0,15,3188.0,113.0,241.0,113.0,90.0,49.0,60.0,241.0,225.0,32.0,164.0,18.0,1520.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.009868421052631578
133,0,0,0,0,0,0,0,0,0,0,0,27,3190.0,134.0,186.0,358.0,107.0,56.0,62.0,168.0,209.0,38.0,199.0,83.0,1519.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017774851876234364
134,0,0,0,0,0,0,0,0,0,0,0,27,3191.0,134.0,186.0,358.0,107.0,56.0,62.0,168.0,209.0,38.0,199.0,83.0,1519.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017774851876234364
135,0,0,1,1,0,0,0,0,0,64,0,3,3193.0,114.0,241.0,110.0,89.0,49.0,58.0,240.0,220.0,34.0,163.0,17.0,1498.0,,0.0,0.0,0.00909090909090909,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.39263803680981596,0.0,0.0020026702269692926
136,0,0,0,0,0,0,0,0,0,0,0,77,3194.0,110.0,137.0,126.0,86.0,48.0,58.0,213.0,213.0,34.0,157.0,17.0,1449.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05314009661835749
137,16,16,23,13,2,7,19,46,1,9,3,312,3198.0,113.0,136.0,712.0,131.0,75.0,97.0,253.0,225.0,149.0,135.0,169.0,1962.0,,0.1415929203539823,0.11764705882352941,0.032303370786516857,0.09923664122137404,0.02666666666666667,0.07216494845360824,0.07509881422924901,0.20444444444444446,0.006711409395973154,0.06666666666666667,0.01775147928994083,0.15902140672782875
138,6,18,28,15,7,5,11,48,8,15,1,217,3209.0,91.0,149.0,128.0,95.0,47.0,71.0,246.0,217.0,50.0,159.0,15.0,1613.0,,0.06593406593406594,0.12080536912751678,0.21875,0.15789473684210525,0.14893617021276595,0.07042253521126761,0.044715447154471545,0.22119815668202766,0.16,0.09433962264150944,0.06666666666666667,0.13453192808431494
139,0,0,0,0,0,0,0,0,0,0,0,12,3211.0,130.0,187.0,344.0,104.0,56.0,62.0,179.0,210.0,38.0,190.0,83.0,1511.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007941760423560556
140,0,75,0,0,0,0,1,0,0,0,0,5,3219.0,124.0,244.0,136.0,102.0,52.0,61.0,242.0,204.0,38.0,159.0,18.0,1473.0,,0.0,0.3073770491803279,0.0,0.0,0.0,0.0,0.004132231404958678,0.0,0.0,0.0,0.0,0.0033944331296673455
141,0,0,0,0,0,0,0,0,0,0,0,43,3232.0,130.0,226.0,612.0,166.0,101.0,130.0,445.0,453.0,57.0,382.0,113.0,3653.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011771147002463728
142,0,0,0,0,0,0,0,0,0,60,0,5,3235.0,118.0,243.0,127.0,100.0,50.0,57.0,237.0,195.0,35.0,160.0,20.0,1471.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.003399048266485384
143,1,0,0,0,0,0,0,1,0,39,0,4,3238.0,114.0,241.0,114.0,92.0,49.0,59.0,241.0,225.0,33.0,165.0,18.0,1528.0,,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.23636363636363636,0.0,0.002617801047120419
144,0,0,0,0,0,0,5,0,0,0,0,2,3242.0,113.0,244.0,118.0,97.0,49.0,59.0,241.0,190.0,35.0,162.0,19.0,1540.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02074688796680498,0.0,0.0,0.0,0.0,0.0012987012987012987
145,0,0,0,0,0,0,0,0,0,0,0,28,3251.0,115.0,244.0,117.0,100.0,50.0,60.0,242.0,191.0,34.0,161.0,19.0,1545.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018122977346278317
146,0,0,0,0,0,0,0,0,0,0,0,28,3252.0,115.0,244.0,117.0,100.0,50.0,60.0,242.0,191.0,34.0,161.0,19.0,1545.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018122977346278317
147,0,0,0,0,0,0,0,0,0,0,0,43,3254.0,116.0,241.0,124.0,100.0,50.0,57.0,235.0,195.0,35.0,160.0,19.0,1519.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028308097432521395
148,0,0,0,0,0,0,0,0,0,0,0,38,3255.0,116.0,240.0,122.0,100.0,50.0,56.0,236.0,194.0,35.0,159.0,16.0,1520.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
149,1,0,1,0,0,1,0,1,0,0,0,0,3272.0,113.0,241.0,113.0,90.0,49.0,60.0,241.0,225.0,32.0,164.0,18.0,1520.0,,0.008849557522123894,0.0,0.008849557522123894,0.0,0.0,0.016666666666666666,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0
150,0,0,1,0,1,0,0,48,0,0,0,4,3273.0,113.0,241.0,113.0,90.0,49.0,60.0,241.0,225.0,32.0,164.0,18.0,1520.0,,0.0,0.0,0.008849557522123894,0.0,0.02040816326530612,0.0,0.0,0.21333333333333335,0.0,0.0,0.0,0.002631578947368421
151,0,0,0,0,0,0,0,0,0,0,0,73,3275.0,103.0,139.0,121.0,84.0,48.0,57.0,212.0,207.0,36.0,156.0,17.0,1468.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497275204359673
152,8,7,59,12,8,6,30,47,5,19,4,142,3288.0,108.0,143.0,132.0,89.0,48.0,63.0,246.0,217.0,45.0,160.0,18.0,1534.0,,0.07407407407407407,0.04895104895104895,0.44696969696969696,0.1348314606741573,0.16666666666666666,0.09523809523809523,0.12195121951219512,0.21658986175115208,0.1111111111111111,0.11875,0.2222222222222222,0.09256844850065189
153,13,14,15,23,14,18,42,52,16,25,2,254,3294.0,106.0,165.0,115.0,83.0,47.0,63.0,214.0,209.0,35.0,154.0,15.0,1470.0,,0.12264150943396226,0.08484848484848485,0.13043478260869565,0.27710843373493976,0.2978723404255319,0.2857142857142857,0.19626168224299065,0.24880382775119617,0.45714285714285713,0.16233766233766234,0.13333333333333333,0.1727891156462585
154,22,15,16,23,8,18,34,51,21,29,1,321,3316.0,91.0,163.0,228.0,111.0,54.0,82.0,316.0,214.0,97.0,200.0,18.0,1901.0,,0.24175824175824176,0.09202453987730061,0.07017543859649122,0.2072072072072072,0.14814814814814814,0.21951219512195122,0.10759493670886076,0.2383177570093458,0.21649484536082475,0.145,0.05555555555555555,0.16885849552866913
155,0,0,3,0,0,0,0,0,0,0,0,6,3331.0,84.0,160.0,331.0,108.0,55.0,77.0,296.0,187.0,129.0,195.0,25.0,1780.0,,0.0,0.0,0.00906344410876133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033707865168539327
156,1,2,0,1,0,1,1,1,0,0,0,73,3337.0,101.0,144.0,131.0,94.0,48.0,62.0,248.0,215.0,49.0,159.0,14.0,1598.0,,0.009900990099009901,0.013888888888888888,0.0,0.010638297872340425,0.0,0.016129032258064516,0.004032258064516129,0.004651162790697674,0.0,0.0,0.0,0.045682102628285357
157,62,68,106,52,48,49,98,224,24,38,17,775,3338.0,124.0,143.0,721.0,136.0,81.0,108.0,277.0,302.0,145.0,142.0,175.0,2098.0,,0.5,0.4755244755244755,0.14701803051317613,0.38235294117647056,0.5925925925925926,0.4537037037037037,0.35379061371841153,0.7417218543046358,0.16551724137931034,0.2676056338028169,0.09714285714285714,0.36939942802669207
158,16,14,25,18,6,8,25,45,6,11,2,164,3342.0,88.0,158.0,181.0,102.0,53.0,80.0,259.0,221.0,87.0,195.0,16.0,1812.0,,0.18181818181818182,0.08860759493670886,0.13812154696132597,0.17647058823529413,0.11320754716981132,0.1,0.09652509652509653,0.20361990950226244,0.06896551724137931,0.05641025641025641,0.125,0.09050772626931568
159,1,10,0,0,0,0,0,0,0,0,0,4,3346.0,90.0,153.0,126.0,99.0,48.0,74.0,250.0,218.0,54.0,159.0,15.0,1666.0,,0.011111111111111112,0.06535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024009603841536613
160,0,0,0,0,0,0,0,0,0,0,0,1,3347.0,86.0,155.0,532.0,122.0,55.0,88.0,229.0,198.0,136.0,201.0,33.0,1778.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005624296962879641
161,13,12,2,15,11,10,28,10,54,12,0,122,3353.0,88.0,161.0,194.0,105.0,55.0,79.0,268.0,223.0,97.0,198.0,16.0,1829.0,,0.14772727272727273,0.07453416149068323,0.010309278350515464,0.14285714285714285,0.2,0.12658227848101267,0.1044776119402985,0.04484304932735426,0.5567010309278351,0.06060606060606061,0.0,0.06670311645708037
162,13,4,8,9,6,7,14,17,3,4,3,202,3354.0,207.0,148.0,684.0,126.0,94.0,105.0,190.0,414.0,59.0,153.0,175.0,2157.0,,0.06280193236714976,0.02702702702702703,0.011695906432748537,0.07142857142857142,0.06382978723404255,0.06666666666666667,0.07368421052631578,0.04106280193236715,0.05084745762711865,0.026143790849673203,0.017142857142857144,0.09364858599907279
163,0,0,0,0,0,0,0,0,0,0,0,1,3357.0,110.0,137.0,126.0,86.0,48.0,58.0,213.0,213.0,34.0,157.0,17.0,1449.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006901311249137336
164,0,0,0,0,0,0,40,0,0,0,0,1,3358.0,91.0,151.0,145.0,98.0,49.0,73.0,249.0,229.0,64.0,158.0,16.0,1699.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1606425702811245,0.0,0.0,0.0,0.0,0.0005885815185403178
165,7,21,26,16,4,10,13,43,7,17,4,144,3362.0,185.0,213.0,592.0,150.0,84.0,123.0,340.0,410.0,51.0,229.0,52.0,2396.0,,0.03783783783783784,0.09859154929577464,0.04391891891891892,0.10666666666666667,0.047619047619047616,0.08130081300813008,0.03823529411764706,0.1048780487804878,0.13725490196078433,0.07423580786026202,0.07692307692307693,0.06010016694490818
166,4,18,18,9,0,6,7,11,0,4,1,60,3364.0,86.0,163.0,529.0,122.0,55.0,88.0,231.0,198.0,136.0,202.0,33.0,1791.0,,0.046511627906976744,0.11042944785276074,0.034026465028355386,0.07377049180327869,0.0,0.06818181818181818,0.030303030303030304,0.05555555555555555,0.0,0.019801980198019802,0.030303030303030304,0.03350083752093802
167,6,20,10,13,3,7,15,11,4,11,0,107,3366.0,86.0,163.0,529.0,122.0,55.0,88.0,231.0,198.0,136.0,202.0,33.0,1791.0,,0.06976744186046512,0.12269938650306748,0.01890359168241966,0.10655737704918032,0.05454545454545454,0.07954545454545454,0.06493506493506493,0.05555555555555555,0.029411764705882353,0.054455445544554455,0.0,0.059743160245672805
168,8,17,26,14,10,11,23,33,5,20,5,244,3370.0,136.0,143.0,762.0,131.0,78.0,107.0,227.0,311.0,136.0,128.0,176.0,2004.0,,0.058823529411764705,0.11888111888111888,0.03412073490813648,0.10687022900763359,0.1282051282051282,0.102803738317757,0.1013215859030837,0.10610932475884244,0.03676470588235294,0.15625,0.028409090909090908,0.1217564870259481
169,7,10,13,9,2,19,12,13,2,6,1,87,3377.0,91.0,160.0,212.0,111.0,57.0,79.0,316.0,227.0,95.0,197.0,16.0,1884.0,,0.07692307692307693,0.0625,0.06132075471698113,0.08108108108108109,0.03508771929824561,0.24050632911392406,0.0379746835443038,0.05726872246696035,0.021052631578947368,0.030456852791878174,0.0625,0.04617834394904458
170,0,0,0,0,0,0,0,0,0,0,0,3,3383.0,90.0,160.0,201.0,108.0,57.0,78.0,291.0,224.0,96.0,198.0,16.0,1880.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015957446808510637
171,0,0,1,0,0,0,0,0,0,0,0,61,3384.0,106.0,144.0,131.0,93.0,48.0,62.0,248.0,214.0,48.0,159.0,14.0,1606.0,,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03798256537982565
172,1,1,2,2,1,1,3,10,1,3,0,22,3385.0,90.0,163.0,249.0,110.0,53.0,83.0,314.0,210.0,131.0,200.0,19.0,1906.0,,0.011111111111111112,0.006134969325153374,0.008032128514056224,0.01818181818181818,0.018867924528301886,0.012048192771084338,0.009554140127388535,0.047619047619047616,0.007633587786259542,0.015,0.0,0.011542497376705142
173,2,2,13,8,5,5,5,9,1,0,0,22,3386.0,129.0,137.0,725.0,129.0,78.0,111.0,248.0,302.0,137.0,130.0,175.0,1969.0,,0.015503875968992248,0.014598540145985401,0.01793103448275862,0.06201550387596899,0.0641025641025641,0.04504504504504504,0.020161290322580645,0.029801324503311258,0.0072992700729927005,0.0,0.0,0.0111731843575419
174,0,0,0,0,0,0,47,0,0,0,0,0,3387.0,91.0,159.0,210.0,109.0,57.0,78.0,315.0,226.0,95.0,197.0,16.0,1879.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1492063492063492,0.0,0.0,0.0,0.0,0.0
175,1,1,1,0,1,0,1,4,0,3,0,32,3412.0,88.0,145.0,127.0,94.0,47.0,62.0,248.0,217.0,49.0,159.0,14.0,1619.0,,0.011363636363636364,0.006896551724137931,0.007874015748031496,0.0,0.02127659574468085,0.0,0.004032258064516129,0.018433179723502304,0.0,0.018867924528301886,0.0,0.019765287214329835
176,3,1,1,4,10,0,3,7,4,4,0,37,3414.0,87.0,164.0,283.0,115.0,55.0,79.0,302.0,215.0,130.0,200.0,20.0,1881.0,,0.034482758620689655,0.006097560975609756,0.0035335689045936395,0.034782608695652174,0.18181818181818182,0.0,0.009933774834437087,0.03255813953488372,0.03076923076923077,0.02,0.0,0.019670388091440724
177,0,0,0,0,0,0,0,0,0,0,0,54,3420.0,85.0,160.0,295.0,114.0,54.0,80.0,298.0,206.0,129.0,197.0,24.0,1818.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297029702970297
178,0,0,0,0,0,0,0,0,0,0,0,68,3421.0,89.0,151.0,126.0,103.0,48.0,75.0,248.0,215.0,51.0,158.0,15.0,1664.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040865384615384616
179,0,1,229,0,0,0,0,0,0,0,0,6,3425.0,89.0,116.0,580.0,120.0,57.0,89.0,228.0,203.0,137.0,172.0,36.0,1766.0,,0.0,0.008620689655172414,0.39482758620689656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033975084937712344
180,0,0,224,0,0,0,0,0,0,0,0,7,3429.0,83.0,160.0,402.0,106.0,55.0,79.0,292.0,192.0,128.0,197.0,26.0,1793.0,,0.0,0.0,0.5572139303482587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039040713887339654
181,0,0,0,0,0,0,1,0,0,0,0,64,3435.0,89.0,151.0,126.0,103.0,48.0,75.0,248.0,215.0,51.0,158.0,15.0,1664.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004032258064516129,0.0,0.0,0.0,0.0,0.038461538461538464
182,0,0,0,0,0,0,6,0,0,0,0,0,3436.0,88.0,161.0,194.0,105.0,55.0,79.0,268.0,223.0,97.0,198.0,16.0,1829.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022388059701492536,0.0,0.0,0.0,0.0,0.0
183,0,10,0,0,0,0,0,0,0,0,0,17,3438.0,83.0,156.0,487.0,116.0,55.0,85.0,261.0,197.0,131.0,207.0,30.0,1785.0,,0.0,0.0641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525
184,0,0,1,0,1,0,0,1,0,47,0,0,3439.0,82.0,159.0,451.0,113.0,56.0,83.0,284.0,194.0,129.0,209.0,28.0,1810.0,,0.0,0.0,0.0022172949002217295,0.0,0.017857142857142856,0.0,0.0,0.005154639175257732,0.0,0.22488038277511962,0.0,0.0
185,0,0,0,0,0,0,0,0,0,0,0,26,3443.0,81.0,159.0,425.0,106.0,55.0,79.0,289.0,194.0,128.0,203.0,27.0,1760.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014772727272727272
186,8,12,399,17,5,12,18,53,23,6,71,286,3445.0,110.0,132.0,704.0,131.0,75.0,96.0,253.0,218.0,149.0,135.0,169.0,1931.0,,0.07272727272727272,0.09090909090909091,0.5667613636363636,0.1297709923664122,0.06666666666666667,0.125,0.07114624505928854,0.24311926605504589,0.15436241610738255,0.044444444444444446,0.42011834319526625,0.14810978767477992
187,3,10,132,6,4,8,8,30,3,6,37,135,3446.0,96.0,122.0,669.0,123.0,58.0,90.0,236.0,232.0,143.0,152.0,84.0,1751.0,,0.03125,0.08196721311475409,0.19730941704035873,0.04878048780487805,0.06896551724137931,0.08888888888888889,0.03389830508474576,0.12931034482758622,0.02097902097902098,0.039473684210526314,0.44047619047619047,0.07709880068532267
188,0,0,0,0,0,0,0,0,0,0,0,17,3465.0,96.0,123.0,671.0,120.0,59.0,90.0,235.0,232.0,143.0,150.0,84.0,1758.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009670079635949944
189,0,0,0,0,0,0,0,0,0,0,0,77,3466.0,81.0,157.0,439.0,106.0,55.0,79.0,291.0,194.0,129.0,204.0,26.0,1760.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375
190,0,0,0,0,0,0,0,0,0,0,0,2,3467.0,90.0,163.0,249.0,110.0,53.0,83.0,314.0,210.0,131.0,200.0,19.0,1906.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001049317943336831
191,0,0,0,0,0,0,0,1,0,0,0,47,3470.0,89.0,164.0,266.0,112.0,54.0,85.0,310.0,214.0,130.0,201.0,19.0,1890.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.02486772486772487
192,1,8,6,1,1,1,2,3,0,1,4,17,3471.0,86.0,163.0,529.0,122.0,55.0,88.0,231.0,198.0,136.0,202.0,33.0,1791.0,,0.011627906976744186,0.049079754601226995,0.011342155009451797,0.00819672131147541,0.01818181818181818,0.011363636363636364,0.008658008658008658,0.015151515151515152,0.0,0.0049504950495049506,0.12121212121212122,0.009491903964265773
193,18,10,167,11,9,11,24,55,6,10,10,237,3477.0,136.0,143.0,762.0,131.0,79.0,112.0,228.0,314.0,136.0,127.0,176.0,2000.0,,0.1323529411764706,0.06993006993006994,0.21916010498687663,0.08396946564885496,0.11392405063291139,0.09821428571428571,0.10526315789473684,0.1751592356687898,0.04411764705882353,0.07874015748031496,0.056818181818181816,0.1185
194,0,0,0,0,0,0,0,0,68,0,0,0,3478.0,90.0,164.0,262.0,111.0,53.0,83.0,313.0,215.0,130.0,200.0,19.0,1916.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230769230769231,0.0,0.0,0.0
195,0,0,0,0,0,0,1,0,0,0,0,65,3483.0,89.0,158.0,203.0,108.0,56.0,77.0,271.0,221.0,96.0,198.0,16.0,1882.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.03453772582359192
196,0,0,0,0,0,0,1,0,0,0,0,63,3484.0,89.0,158.0,203.0,108.0,56.0,77.0,271.0,221.0,96.0,198.0,16.0,1882.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0334750265674814
197,0,0,0,0,0,0,0,0,0,0,0,2,3488.0,84.0,160.0,353.0,107.0,55.0,79.0,294.0,189.0,129.0,197.0,26.0,1782.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001122334455667789
198,0,0,0,0,0,0,0,0,0,0,0,54,3492.0,90.0,164.0,262.0,111.0,53.0,83.0,313.0,215.0,130.0,200.0,19.0,1916.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028183716075156576
199,0,0,0,0,0,0,1,0,0,0,0,1,3495.0,83.0,159.0,459.0,114.0,56.0,84.0,281.0,193.0,130.0,209.0,29.0,1801.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0035587188612099642,0.0,0.0,0.0,0.0,0.000555247084952804
200,0,0,0,0,0,0,1,0,0,0,0,83,3496.0,83.0,160.0,402.0,106.0,55.0,79.0,292.0,192.0,128.0,197.0,26.0,1793.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.003424657534246575,0.0,0.0,0.0,0.0,0.046291132180702736
201,0,0,0,0,0,0,0,0,1,37,0,1,3497.0,82.0,159.0,451.0,113.0,56.0,83.0,284.0,194.0,129.0,209.0,28.0,1810.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.17703349282296652,0.0,0.0005524861878453039
202,0,1,221,0,0,0,0,0,0,0,0,9,3501.0,92.0,122.0,654.0,120.0,58.0,88.0,233.0,226.0,142.0,158.0,46.0,1732.0,,0.0,0.00819672131147541,0.3379204892966361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005196304849884526
203,12,11,52,22,13,11,24,53,12,20,11,251,3504.0,207.0,133.0,688.0,125.0,88.0,108.0,174.0,363.0,62.0,165.0,178.0,2019.0,,0.057971014492753624,0.08270676691729323,0.0755813953488372,0.176,0.14772727272727273,0.10185185185185185,0.13793103448275862,0.14600550964187328,0.1935483870967742,0.12121212121212122,0.06179775280898876,0.12431896978702328
204,5,4,9,3,7,12,6,7,2,3,2,42,3507.0,107.0,132.0,677.0,127.0,69.0,93.0,245.0,247.0,146.0,137.0,166.0,1859.0,,0.04672897196261682,0.030303030303030304,0.013293943870014771,0.023622047244094488,0.10144927536231885,0.12903225806451613,0.024489795918367346,0.02834008097165992,0.0136986301369863,0.021897810218978103,0.012048192771084338,0.022592791823561054
205,1,4,3,7,6,0,2,4,2,3,92,41,3509.0,107.0,132.0,677.0,127.0,69.0,93.0,245.0,247.0,146.0,137.0,166.0,1859.0,,0.009345794392523364,0.030303030303030304,0.004431314623338257,0.05511811023622047,0.08695652173913043,0.0,0.00816326530612245,0.016194331983805668,0.0136986301369863,0.021897810218978103,0.5542168674698795,0.022054868208714364
206,0,0,0,0,0,0,39,0,0,0,0,1,3512.0,105.0,129.0,679.0,127.0,70.0,93.0,245.0,245.0,146.0,140.0,165.0,1844.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.15918367346938775,0.0,0.0,0.0,0.0,0.0005422993492407809
207,0,0,0,0,0,0,0,0,0,0,0,47,3516.0,204.0,143.0,757.0,117.0,81.0,107.0,224.0,314.0,102.0,170.0,179.0,1995.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02355889724310777
208,3,5,5,5,3,7,11,11,3,3,2,33,3517.0,130.0,139.0,714.0,133.0,78.0,109.0,257.0,299.0,137.0,128.0,174.0,1992.0,,0.023076923076923078,0.03597122302158273,0.0070028011204481795,0.03759398496240601,0.038461538461538464,0.06422018348623854,0.042801556420233464,0.03678929765886288,0.021897810218978103,0.0234375,0.011494252873563218,0.016566265060240965
209,11,5,8,8,6,9,3,39,4,12,0,137,3521.0,200.0,146.0,759.0,118.0,83.0,107.0,225.0,313.0,111.0,155.0,178.0,1993.0,,0.055,0.03424657534246575,0.010540184453227932,0.06779661016949153,0.07228915662650602,0.08411214953271028,0.013333333333333334,0.12460063897763578,0.036036036036036036,0.07741935483870968,0.0,0.06874059207225289
210,7,10,247,26,10,17,25,134,6,21,4,253,3524.0,204.0,183.0,896.0,125.0,96.0,112.0,268.0,424.0,51.0,159.0,173.0,2291.0,,0.03431372549019608,0.0546448087431694,0.27566964285714285,0.208,0.10416666666666667,0.15178571428571427,0.09328358208955224,0.3160377358490566,0.11764705882352941,0.1320754716981132,0.023121387283236993,0.11043212570929725
211,0,0,0,0,0,0,0,0,2,0,0,5,3525.0,123.0,143.0,719.0,137.0,78.0,110.0,277.0,298.0,145.0,136.0,175.0,2060.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.0,0.0,0.0024271844660194173
212,17,19,35,22,11,17,28,109,8,20,6,298,3526.0,207.0,134.0,707.0,121.0,84.0,106.0,171.0,362.0,66.0,170.0,178.0,1993.0,,0.0821256038647343,0.1417910447761194,0.04950495049504951,0.18181818181818182,0.13095238095238096,0.16037735849056603,0.16374269005847952,0.3011049723756906,0.12121212121212122,0.11764705882352941,0.033707865168539325,0.14952333166081286
213,0,0,0,0,0,0,0,0,0,0,0,11,3529.0,192.0,225.0,637.0,155.0,95.0,116.0,340.0,400.0,46.0,184.0,122.0,2597.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004235656526761648
214,0,0,0,0,0,0,6,0,0,0,0,1,3531.0,125.0,139.0,718.0,136.0,78.0,113.0,260.0,299.0,137.0,128.0,174.0,1984.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023076923076923078,0.0,0.0,0.0,0.0,0.0005040322580645161
215,17,19,41,18,8,18,12,35,9,70,16,121,3532.0,185.0,223.0,579.0,146.0,78.0,119.0,328.0,406.0,41.0,235.0,51.0,2414.0,,0.0918918918918919,0.08520179372197309,0.07081174438687392,0.1232876712328767,0.10256410256410256,0.15126050420168066,0.036585365853658534,0.08620689655172414,0.21951219512195122,0.2978723404255319,0.3137254901960784,0.050124275062137534
216,66,0,1,0,0,1,0,0,0,0,0,2,3533.0,205.0,141.0,753.0,115.0,81.0,108.0,219.0,313.0,100.0,168.0,179.0,2004.0,,0.32195121951219513,0.0,0.0013280212483399733,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.000998003992015968
217,47,0,0,0,0,0,0,0,0,0,0,1,3536.0,176.0,142.0,762.0,118.0,82.0,107.0,225.0,314.0,136.0,126.0,176.0,2004.0,,0.26704545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000499001996007984
